tskey,ebcode,ebkey,sgkey,sgxlon,sgylat,sgelevation,sgname,affiliation,until,sgcomment
1016,GLOBAL,1,398,274.06667,79.98333,10,Eureka,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geograph. Inst. ETH Zurich; Atmospheric Environment Service Canada (1960), Month. Rad. Summary."
1018,GLOBAL,1,3861,274.05972,79.98889,85,Eureka (BSRN),Canada,,BSRN data archive
1019,DIRECT,2,3861,274.05972,79.98889,85,Eureka (BSRN),Canada,,BSRN data archive
1020,DIFFUS,3,3861,274.05972,79.98889,85,Eureka (BSRN),Canada,,BSRN data archive
1022,GLOBAL,1,1007,284.91667,-52.40000,58,Evangelistas,Chile,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1023,GLOBAL,1,1402,352.10000,38.56667,309,Evora,Portugal,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1024,DIFFUS,3,1402,352.10000,38.56667,309,Evora,Portugal,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1025,GLOBAL,1,4538,1.21667,49.01667,138,Evreux-Huest,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1026,GLOBAL,1,106,0.35000,12.06667,308,Fada N'Gourma,Burkina Faso - previously Upper Volta,1984,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
1027,GLOBAL,1,2058,56.48333,22.35000,170,Fahud,Oman,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1028,GLOBAL,1,465,212.13333,64.81667,138,Fairbanks,United States of America,,
1029,GLOBAL,1,1286,357.11667,53.80000,24,Fairfield,United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"Meteorological Office United Kingdom (1980), Solar radiation data for the United Kingdom 1951-75,Meteorological Office, Bracknell."
1030,GLOBAL,1,1355,13.36667,43.61667,10,Falconara Marittima,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1031,GLOBAL,1,2874,295.70000,-65.30000,5,Faraday/Vernadsky,Antarctica - previously Antarctica - previously British Antarctic Territory,1983 - 1979,"British Antarctic Survey (1996), Data from Halley, Faraday, Signy, letter to IACETH dated May 13, 1992."
1032,ULTRAV,14,2874,295.70000,-65.30000,5,Faraday/Vernadsky,Antarctica - previously Antarctica - previously British Antarctic Territory,1983 - 1979,"British Antarctic Survey (1996), Data from Halley, Faraday, Signy, letter to IACETH dated May 13, 1992."
1033,GLOBAL,1,4509,27.96667,27.05000,82,Farafra,Egypt,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1034,DIFFUS,3,4509,27.96667,27.05000,82,Farafra,Egypt,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1036,GLOBAL,1,1403,352.03333,37.01667,8,Faro-Airpt.,Portugal,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1037,DIFFUS,3,1403,352.03333,37.01667,8,Faro-Airpt.,Portugal,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1038,GLOBAL,1,2868,311.25000,-5.16667,170,"Fazenda Boa Sorte, Marabo",Brazil,,"Colle S., Radiation measurements in the Amazonian rain forest, Dept. of Physics, Univ. Florianopolis, Brasil."
1039,REFLEC,5,2868,311.25000,-5.16667,170,"Fazenda Boa Sorte, Marabo",Brazil,,"Colle S., Radiation measurements in the Amazonian rain forest, Dept. of Physics, Univ. Florianopolis, Brasil."
1042,GLOBAL,1,2873,300.05000,-2.31667,80,"Fazenda Dimona, Manaus",Brazil,,"Colle S., Radiation measurements in the Amazonian rain forest, Dept. of Physics, Univ. Florianopolis, Brasil."
1043,REFLEC,5,2873,300.05000,-2.31667,80,"Fazenda Dimona, Manaus",Brazil,,"Colle S., Radiation measurements in the Amazonian rain forest, Dept. of Physics, Univ. Florianopolis, Brasil."
1046,GLOBAL,1,2872,297.63333,-10.75000,220,"Fazenda Nossa Senhora da Aparecida, Ji-Parana",Brazil,,"Colle S., Radiation measurements in the Amazonian rain forest, Dept. of Physics, Univ. Florianopolis, Brasil."
1047,REFLEC,5,2872,297.63333,-10.75000,220,"Fazenda Nossa Senhora da Aparecida, Ji-Parana",Brazil,,"Colle S., Radiation measurements in the Amazonian rain forest, Dept. of Physics, Univ. Florianopolis, Brasil."
1050,GLOBAL,1,922,104.28333,77.71667,13,Fedorov  Observatory,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg; Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
1051,DIRECT,2,922,104.28333,77.71667,13,Fedorov  Observatory,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg; Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
1052,DIFFUS,3,922,104.28333,77.71667,13,Fedorov  Observatory,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg; Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
1054,ABSORB,16,922,104.28333,77.71667,13,Fedorov  Observatory,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg; Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
1055,GLOBAL,1,1170,9.60000,47.26667,439,Feldkirch,Austria,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1056,GLOBAL,1,2855,124.13333,40.46667,0,Fengcheng,China,,"China Meteorological Administration (2005), radiation data."
1057,GLOBAL,1,1164,13.73333,47.81667,1598,Feuerkogel,Austria,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1058,GLOBAL,1,1199,12.95000,50.43333,1214,Fichtelberg,Germany - previously Germany - previously Germany,1990 - 1949,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1059,DIFFUS,3,1199,12.95000,50.43333,1214,Fichtelberg,Germany - previously Germany - previously Germany,1990 - 1949,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1061,GLOBAL,1,1309,23.66667,38.05000,138,Filadelfia / Athen,Greece,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1062,GLOBAL,1,1288,359.00000,53.48333,17,Finningley,United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1063,DIFFUS,3,1288,359.00000,53.48333,17,Finningley,United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1065,GLOBAL,1,1618,250.58333,40.93333,1912,Flaming Gorge,United States of America,,"Weather Bureau United States (1951), Climatological Data, National Summary, Annual Reports, US Weather Bureau."
1066,GLOBAL,1,4497,328.86667,39.45000,29,Flores Arpt,Azores,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1068,GLOBAL,1,2347,311.51667,-27.46667,11,Florianopolis (BSRN),Brazil,,"Ohmura, A. and others (1998), Baseline Surface Radiation Network (BSRN/WRMC), a new precision radiometry for climate research, Bull.Amer.Meteor.Soc., 79, 2115-2136."
1069,DIRECT,2,2347,311.51667,-27.46667,11,Florianopolis (BSRN),Brazil,,"Ohmura, A. and others (1998), Baseline Surface Radiation Network (BSRN/WRMC), a new precision radiometry for climate research, Bull.Amer.Meteor.Soc., 79, 2115-2136."
1070,DIFFUS,3,2347,311.51667,-27.46667,11,Florianopolis (BSRN),Brazil,,"Ohmura, A. and others (1998), Baseline Surface Radiation Network (BSRN/WRMC), a new precision radiometry for climate research, Bull.Amer.Meteor.Soc., 79, 2115-2136."
1072,GLOBAL,1,1093,128.10000,-30.83333,156,Forrest Airp.,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1091,GLOBAL,1,4598,298.95000,14.61667,143,Fort-De-Francedesaix,Martinique,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1073,GLOBAL,1,257,15.03333,12.13333,297,Fort Lamy,Chad,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
1074,GLOBAL,1,399,237.40000,58.83333,378,Fort Nelson,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
1075,GLOBAL,1,4643,254.90000,48.31000,634,Fort Peck,United States of America,,"WMO OSCAR SURFACE, WRDC online archive accessed March 2021. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1076,DIFFUS,3,4643,254.90000,48.31000,634,Fort Peck,United States of America,,"WMO OSCAR SURFACE, WRDC online archive accessed March 2021. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1077,GLOBAL,1,3862,254.90000,48.31667,634,Fort Peck (BSRN),United States of America,,BSRN data archive
1078,DIRECT,2,3862,254.90000,48.31667,634,Fort Peck (BSRN),United States of America,,BSRN data archive
1079,DIFFUS,3,3862,254.90000,48.31667,634,Fort Peck (BSRN),United States of America,,BSRN data archive
1081,GLOBAL,1,2374,254.80000,48.51667,634,Fort Peck (SURFRAD),United States of America,,"Ohmura, A. and others (1998), Baseline Surface Radiation Network (BSRN/WRMC), a new precision radiometry for climate research, Bull.Amer.Meteor.Soc., 79, 2115-2136."
1083,DIFFUS,3,2374,254.80000,48.51667,634,Fort Peck (SURFRAD),United States of America,,"Ohmura, A. and others (1998), Baseline Surface Radiation Network (BSRN/WRMC), a new precision radiometry for climate research, Bull.Amer.Meteor.Soc., 79, 2115-2136."
1087,GLOBAL,1,400,238.65000,61.86667,129,Fort Simpson,Canada,,
1088,GLOBAL,1,401,248.06667,60.03333,203,Fort Smith,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
1089,GLOBAL,1,2592,248.03333,60.01667,205,Fort Smith Airpt.,Canada,,
1090,GLOBAL,1,466,262.95000,32.83333,175,Fort Worth,United States of America,,
1093,GLOBAL,1,402,293.38333,45.91667,40,Fredericton,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geograph. Inst. ETH Zurich; Atmospheric Environment Service Canada (1960), Month. Rad. Summary."
1094,ALBEDO,4,402,293.38333,45.91667,40,Fredericton,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geograph. Inst. ETH Zurich; Atmospheric Environment Service Canada (1960), Month. Rad. Summary."
1095,REFLEC,5,402,293.38333,45.91667,40,Fredericton,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geograph. Inst. ETH Zurich; Atmospheric Environment Service Canada (1960), Month. Rad. Summary."
1097,GLOBAL,1,1225,7.85000,48.00000,269,Freiburg,Germany - previously Germany - previously Germany,1990 - 1949,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E."
1098,DIFFUS,3,1225,7.85000,48.00000,269,Freiburg,Germany - previously Germany - previously Germany,1990 - 1949,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E."
1099,GLOBAL,1,467,240.28333,36.76667,101,Fresno,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
1101,GLOBAL,1,403,291.45000,63.75000,21,Frobisher Bay/Iqaluit,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
1103,GLOBAL,1,3803,346.15000,28.45000,29,Fuerteventura Airport,Spain,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
1104,GLOBAL,1,2729,128.83333,32.70000,25,Fukue,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
1105,GLOBAL,1,2666,136.21667,36.05000,9,Fukui,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
1106,GLOBAL,1,889,130.38333,33.58333,3,Fukuoka,Japan,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg; Japan Meteorological Agency (1991), Global radiation data, Unpublished."
1107,DIFFUS,3,889,130.38333,33.58333,3,Fukuoka,Japan,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg; Japan Meteorological Agency (1991), Global radiation data, Unpublished."
1108,GLOBAL,1,3863,130.37639,33.58222,3,Fukuoka (BSRN),Japan,,BSRN data archive
1109,DIRECT,2,3863,130.37639,33.58222,3,Fukuoka (BSRN),Japan,,BSRN data archive
1110,DIFFUS,3,3863,130.37639,33.58222,3,Fukuoka (BSRN),Japan,,BSRN data archive
1112,GLOBAL,1,2660,140.46667,37.76667,67,Fukushima,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
1113,GLOBAL,1,107,343.10000,32.63333,58,Funchal,Madeira Islands,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
1114,DIFFUS,3,107,343.10000,32.63333,58,Funchal,Madeira Islands,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
1115,GLOBAL,1,1168,9.66667,47.48333,400,Fussach,Austria,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1116,GLOBAL,1,2793,124.48333,47.80000,162,Fuyu,China,,"China Meteorological Administration (2005), radiation data."
1117,GLOBAL,1,2742,119.28333,26.08333,0,Fuzhou,China,,"China Meteorological Administration (2005), radiation data."
1118,DIFFUS,3,2742,119.28333,26.08333,0,Fuzhou,China,,"China Meteorological Administration (2005), radiation data."
1121,GLOBAL,1,1621,277.65000,29.65000,59,Gainesville,United States of America,,"Weather Bureau United States (1951), Climatological Data, National Summary, Annual Reports, US Weather Bureau."
1122,GLOBAL,1,1407,28.01667,45.50000,71,Galati,Romania,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1125,GLOBAL,1,911,73.15000,-0.68333,2,Gan,Maldives,,"WMO OSCAR SURFACE for correction on 2021-APR-8, previous stylat 0.68333 stladir N stcomm WRDC"
1127,GLOBAL,1,241,23.95000,-6.75000,780,Gandajika,Congo (The Democratic Republic of the) - previously Zaire,1997,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
